epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0009824552107602358,23.913997650146484,1.3122398853302002,17.327775955200195,1.0612990856170654
1,0.0009648114792071283,18.505266189575195,1.264346718788147,20.709993362426758,1.5427830219268799
2,0.0009474846301600337,18.24214744567871,1.2007899284362793,19.238059997558594,1.140980839729309
3,0.0009304689592681825,18.12665557861328,1.139508843421936,17.73820686340332,1.2272565364837646
4,0.000913758878596127,18.004526138305664,1.0775038003921509,19.43796730041504,1.1069215536117554
