epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0009735933854244649,21.540815353393555,1.2964344024658203,16.802488327026367,0.8621922135353088
1,0.0009474846301600337,18.038530349731445,1.2334620952606201,29.81141471862793,1.2585484981536865
2,0.0009220760548487306,17.731599807739258,1.15176260471344,18.03682518005371,1.278936743736267
3,0.0008973488584160805,17.30463409423828,1.0570114850997925,17.968111038208008,1.2872790098190308
4,0.0008732847636565566,17.270112991333008,1.0198993682861328,17.066116333007812,1.0378893613815308
